Name,LCNAF Heading,LC Record Link
"Hennacy, Ammon, 1893-1970.","Hennacy, Ammon, 1893-1970",http://id.loc.gov/authorities/names/n90721773
"Henry, Carl Ferdinand Howard, 1913-","Henry, Carl F. H. (Carl Ferdinand Howard), 1913-2003",http://id.loc.gov/authorities/names/n79062840
"Henselt, Adolf von, 1814-1889.","Henselt, Adolf von, 1814-1889",http://id.loc.gov/authorities/names/n84012245
"Herbert, J. Joseph, 1894-1956.","Herbert, J. Joseph, 1894-1956",http://id.loc.gov/authorities/names/no2008189963
"Herbert, Victor, 1859-1924.","Herbert, Victor, 1859-1924",http://id.loc.gov/authorities/names/n79105792
"Herbst, William.","Herbst, Wm. P. (William Parker), 1893-",http://id.loc.gov/authorities/names/n96123386
"Herdman, William James, 1848-1906.","Herdman, William J. (William James), 1848-1906",http://id.loc.gov/authorities/names/n2012186684
"Herrick, C. Judson (Charles Judson), 1868-1960.","Herrick, C. Judson (Charles Judson), 1868-1960",http://id.loc.gov/authorities/names/n85807883
"Hersey, John, 1914-1993.","Hersey, John, 1914-1993",http://id.loc.gov/authorities/names/n79054652
"Hersey, Mark Leslie, 1863-1934.","Hersey, Mark Leslie, 1863-1934",http://id.loc.gov/authorities/names/no2009178591
"Hershey, Lewis Blaine, 1893-","Hershey, Lewis Blaine, 1893-1977",http://id.loc.gov/authorities/names/n84027682
"Hershey, Sharon.","Hershey, Sharon, 1964-",http://id.loc.gov/authorities/names/no95047027
"Hersholt, Jean, 1886-1956.","Hersholt, Jean, 1886-1956",http://id.loc.gov/authorities/names/n80017914
"Herzberg, Gerhard, 1904-","Herzberg, Gerhard, 1904-1999",http://id.loc.gov/authorities/names/n85801693
"Heston, Charlton.","Heston, Charlton",http://id.loc.gov/authorities/names/n50033841
"Hevesy, Georg von, 1885-1966.","Hevesy, Georg von, 1885-1966",http://id.loc.gov/authorities/names/n82024885
"Heyerdahl, Thor.","Heyerdahl, Thor",http://id.loc.gov/authorities/names/n79022279
"Hibbard, James.","Hibbard, James Todd",http://id.loc.gov/authorities/names/no2003094364
"Hickenlooper, Bourke B. (Bourke Blakemore), 1896-1971.","Hickenlooper, Bourke B. (Bourke Blakemore), 1896-1971",http://id.loc.gov/authorities/names/n86034258
"Higgins, Sylvester W.","Higgins, Sylvester W.",http://id.loc.gov/authorities/names/nr92027018
"Higginson, Thomas Wentworth, 1823-1911.","Higginson, Thomas Wentworth, 1823-1911",http://id.loc.gov/authorities/names/n50034600
"Hildebrandt, Herbert W.","Hildebrandt, Herbert William, 1931-",http://id.loc.gov/authorities/names/n81070773
"Hildebrandt, Martha.","Hildebrandt, Martha",http://id.loc.gov/authorities/names/n87813509
"Hildebrandt, Paul.","Hildebrandt, Paul",http://id.loc.gov/authorities/names/n86872518
"Hildebrandt, Theophil Henry, 1888-","Hildebrandt, Theophil Henry, 1888-",http://id.loc.gov/authorities/names/n87823944
"Hill, Georgia.","Hill, Georgia B.",http://id.loc.gov/authorities/names/n86036572
"Hill, Helen, 1915-","Hill, Helen, 1915-",http://id.loc.gov/authorities/names/n80034971
"Hill, Joe, 1879-1915.","Hill, Joe, 1879-1915",http://id.loc.gov/authorities/names/n83153066
"Hill, Lister, 1894-","Hill, Lister, 1894-1984",http://id.loc.gov/authorities/names/n85363721
"Hill, Robert Thomas, 1858-1941.","Hill, Robert Thomas, 1858-1941",http://id.loc.gov/authorities/names/n86871909
"Hiltner, W. A. (William Albert), 1914-","Hiltner, W. A. (William Albert), 1914-",http://id.loc.gov/authorities/names/n85802523
"Hinsdale, B. A. (Burke Aaron), 1837-1900.","Hinsdale, B. A. (Burke Aaron), 1837-1900",http://id.loc.gov/authorities/names/n50034941
"Hinsdale, Mary L.","Hinsdale, Mary L.",http://id.loc.gov/authorities/names/n89661076
"Hinsdale, W. B. (Wilbert B.), 1851-1944.","Hinsdale, W. B. (Wilbert B.), 1851-1944",http://id.loc.gov/authorities/names/n84012363
"Hitchcock, Frank H. (Frank Harris), 1867-1935.","Hitchcock, Frank H. (Frank Harris), 1867-1935",http://id.loc.gov/authorities/names/n84034811
"Hobbs, William Herbert, 1864-1952.","Hobbs, William Herbert, 1864-1952",http://id.loc.gov/authorities/names/n86869592
"Hodges, Luther Hartwell, 1898-1974.","Hodges, Luther Hartwell, 1898-1974",http://id.loc.gov/authorities/names/n86149171
"Hodgkin, Henry Theodore, 1877-1933.","Hodgkin, Henry T. (Henry Theodore), 1877-1933",http://id.loc.gov/authorities/names/n80044964
"Hodkinson, Sydney.","Hodkinson, Sydney",http://id.loc.gov/authorities/names/n80149470
"Hoff, Syd, 1912-","Hoff, Syd, 1912-2004",http://id.loc.gov/authorities/names/n78086441
"Hoffa, James R. (James Riddle), 1913-","Hoffa, James R. (James Riddle), 1913-",http://id.loc.gov/authorities/names/n50031280
"Hoffman, H. L.","Hoffman, H. L.",http://id.loc.gov/authorities/names/no99027580
"Hoffman, Paul G. (Paul Gray), 1891-1974.","Hoffman, Paul G. (Paul Gray), 1891-1974",http://id.loc.gov/authorities/names/n85091829
"Holbrook, Evans, 1875-1932.","Holbrook, Evans, 1875-1932",http://id.loc.gov/authorities/names/no00079856
"Hollander, Jacob Harry, 1871-1940.","Hollander, Jacob H. (Jacob Harry), 1871-1940",http://id.loc.gov/authorities/names/n50035247
"Hollenshead, Carol.","Hollenshead, Carol",http://id.loc.gov/authorities/names/n78032058
"Hollingsworth, Peggie J.","Hollingsworth, Peggie J.",http://id.loc.gov/authorities/names/n95045069
"Hollister, Emily Jane Green, 1839-1918.","Hollister, Emily Jane Green, 1839-1918",http://id.loc.gov/authorities/names/n94803146
"Hollister, Richard Dennis Teall, 1878-","Hollister, Richard Dennis Teall, 1878-",http://id.loc.gov/authorities/names/n94803148
"Holmes, Harry.","Holmes, Harry N. (Harry Nicholls), 1879-1958",http://id.loc.gov/authorities/names/n86857892
"Holmes, John Haynes, 1879-1964.","Holmes, John Haynes, 1879-1964",http://id.loc.gov/authorities/names/n80051345
"Holmes, Oliver Wendell, 1841-1935.","Holmes, Oliver Wendell, Jr., 1841-1935",http://id.loc.gov/authorities/names/n79054782
"Holmes, Susie.","Engalitcheff, Suzanne Bransford Emery Holmes Delitch, 1859-1942",http://id.loc.gov/authorities/names/n97111331
"Holst, Gustav, 1874-1934.","Holst, Gustav, 1874-1934",http://id.loc.gov/authorities/names/n79110487
"Holt, Hamilton, 1872-1951.","Holt, Hamilton, 1872-1951",http://id.loc.gov/authorities/names/n90616630
"Holt, Henry, 1840-1926.","Holt, Henry, 1840-1926",http://id.loc.gov/authorities/names/n86012052
"Holz, Emil Aaron.","Holz, Emil Aaron",http://id.loc.gov/authorities/names/no93011249
"Hoobler, Icie Gertrude Macy, 1892-","Hoobler, Icie Gertrude Macy, 1892-",http://id.loc.gov/authorities/names/n82163936
"Hook, Frank Eugene, 1893-1982.","Hook, Frank Eugene, 1893-1982",http://id.loc.gov/authorities/names/n2005064860
"Hooper, Joseph Lawrence, 1877-1934.","Hooper, Joseph Lawrence, 1877-1934",http://id.loc.gov/authorities/names/no2008029078
"Hoover, Herbert, 1874-1964.","Hoover, Herbert, 1874-1964",http://id.loc.gov/authorities/names/n79021421
"Hoover, J. Edgar (John Edgar), 1895-1972.","Hoover, J. Edgar (John Edgar), 1895-1972",http://id.loc.gov/authorities/names/n79077374
"Hopkins, Albert J. (Albert Jarvis), 1846-1922.","Hopkins, Albert J. (Albert Jarvis), 1846-1922",http://id.loc.gov/authorities/names/no95032798
"Hopkins, Harry L. (Harry Lloyd), 1890-1946.","Hopkins, Harry L. (Harry Lloyd), 1890-1946",http://id.loc.gov/authorities/names/n50028471
"Hopkins, Harry Lloyd, 1890-1946.","Hopkins, Harry L. (Harry Lloyd), 1890-1946",http://id.loc.gov/authorities/names/n50028471
"Hopkins, Louis Allen.","Hopkins, Louis Allen",http://id.loc.gov/authorities/names/n85808770
"Hopper, Hedda, 1890-1966.","Hopper, Hedda, 1890-1966",http://id.loc.gov/authorities/names/n85151608
"Hornbeck, Stanley Kuhl, 1883-1966.","Hornbeck, Stanley Kuhl, 1883-1966",http://id.loc.gov/authorities/names/n81081857
"Horton, Willie, 1942-","Horton, Willie, 1942-",http://id.loc.gov/authorities/names/n2001088056
"Horvath, William J., 1917-","Horvath, William J., 1917-",http://id.loc.gov/authorities/names/no2004107411
"Hosmer, Ralph Sheldon, 1874-1963.","Hosmer, Ralph S. (Ralph Sheldon), 1874-1963",http://id.loc.gov/authorities/names/no2002060135
"Host, Margaret.","McBride, Mary Margaret, 1899-1976",http://id.loc.gov/authorities/names/n85067869
"Houghton, Douglass, 1809-1845.","Houghton, Douglass, 1809-1845",http://id.loc.gov/authorities/names/nr92024162
"Houghton, Jacob, 1827-1903.","Houghton, J., Jr. (Jacob), 1827-1903",http://id.loc.gov/authorities/names/nr2002044884
"Hourani, George Fadlo.","Marmura, Michael E., 1929-",http://id.loc.gov/authorities/names/n83050909
"Howard, Jacob Merritt, 1805-1871.","Howard, Jacob Merritt, 1805-1871",http://id.loc.gov/authorities/names/n85337407
"Howe, Frederic Clemson, 1867-1940.","Howe, Frederic C., 1867-1940",http://id.loc.gov/authorities/names/n50029076
"Howe, Julia Ward, 1819-1910.","Howe, Julia Ward, 1819-1910",http://id.loc.gov/authorities/names/n50029084
"Howe, Robert Milton, 1925-","Howe, R. M. (Robert Milton), 1925-",http://id.loc.gov/authorities/names/no2014078228
"Howell, Jane.","Howell, Jane (Television director)",http://id.loc.gov/authorities/names/no2014078097
"Howes, Alan B.","Howes, Alan B.",http://id.loc.gov/authorities/names/n50028559
"Howland, William.","Kenney, William Howland",http://id.loc.gov/authorities/names/n85823014
"Hubbard, Bela, 1814-1896.","Hubbard, Bela, 1814-1896",http://id.loc.gov/authorities/names/n83196231
"Hubbard, Elbert, 1856-1915.","Hubbard, Elbert, 1856-1915",http://id.loc.gov/authorities/names/n81090312
"Hubbard, Lucius L. (Lucius Lee), 1849-1933.","Hubbard, Lucius L. (Lucius Lee), 1849-1933",http://id.loc.gov/authorities/names/nr97041173
"Hubbard, Orville Liscum, 1903-1982.","Hubbard, Orville Liscum, 1903-1982",http://id.loc.gov/authorities/names/n88286693
"Hubbard, William N.","Hubbard, William N., 1919-",http://id.loc.gov/authorities/names/n2012186478
"Hubbell, Theodore, 1897-1989.","Hubbell, Theodore Huntington, 1897-1989",http://id.loc.gov/authorities/names/no00039433
"Hubbell, Theodore Huntington, 1897-1989.","Hubbell, Theodore Huntington, 1897-1989",http://id.loc.gov/authorities/names/no00039433
"Hubbs, Carl L. (Carl Leavitt), 1894-1979.","Hubbs, Carl L. (Carl Leavitt), 1894-1979",http://id.loc.gov/authorities/names/n79103735
"Hudson, Grant Martin, 1868-1955.","Hudson, Grant Martin, 1868-1955",http://id.loc.gov/authorities/names/no2008029408
"Hudson, Joseph Lowthian, 1846-1912.","Hudson, Joseph L. (Joseph Lowthian), 1846-1912",http://id.loc.gov/authorities/names/no2008186678
"Hudson, Richard, 1845-1915.","Hudson, Richard, 1845-1915",http://id.loc.gov/authorities/names/n85221105
"Huebsch, B. W. (Benjamin W.), 1876-1964.","Huebsch, B. W. (Benjamin W.), 1876-1964",http://id.loc.gov/authorities/names/n88027723
"Hughes, Arthur.","Hughes, Richard Arthur Warren, 1900-1976",http://id.loc.gov/authorities/names/n50034197
"Hughes, Charles Evans, 1862-1948.","Hughes, Charles Evans, 1862-1948",http://id.loc.gov/authorities/names/n79006704
"Hughes, Howard, 1905-1976.","Hughes, Howard, 1905-1976",http://id.loc.gov/authorities/names/n79043370
"Hughes, Langston, 1902-1967.","Hughes, Langston, 1902-1967",http://id.loc.gov/authorities/names/n80014956
"Hughes, Rupert, 1872-1956.","Hughes, Rupert, 1872-1956",http://id.loc.gov/authorities/names/n86012047
"Hull, Cordell, 1871-1955.","Hull, Cordell, 1871-1955",http://id.loc.gov/authorities/names/n86012032
"Hull, William, 1753-1825.","Hull, William, 1753-1825",http://id.loc.gov/authorities/names/n85305941
"Humphrey, Hubert, (Hubert Horatio), 1911-1978.","Humphrey, Hubert H. (Hubert Horatio), 1911-1978",http://id.loc.gov/authorities/names/n79026910
"Humphrey, Hubert H. (Hubert Horatio), 1911-1978.","Humphrey, Hubert H. (Hubert Horatio), 1911-1978",http://id.loc.gov/authorities/names/n79026910
"Humphreys, R. A. (Robert Arthur), 1907-","Humphreys, R. A. (Robert Arthur), 1907-1999",http://id.loc.gov/authorities/names/n81021902
"Hunt, H. L.","Hunt, Leigh, 1784-1859",http://id.loc.gov/authorities/names/n80032721
"Hunt, James B., 1799-1857.","Hunt, James B. (James Bennett), 1799-1857",http://id.loc.gov/authorities/names/no2008077894
"Hunt, Mary.","Woolls, Blanche",http://id.loc.gov/authorities/names/n79139606
"Hunt, Washington, 1811-1867.","Hunt, Washington, 1811-1867",http://id.loc.gov/authorities/names/n85809079
"Hunter, Edward, 1902-","Hunter, Edward, 1902-1978",http://id.loc.gov/authorities/names/n81040593
"Hunter, Larry.","Hunter, Lawrence",http://id.loc.gov/authorities/names/n93051791
"Hunter, Woodrow Wilson, 1913-","Hunter, Woodrow Wilson, 1913-",http://id.loc.gov/authorities/names/n79026780
"Hurja, Emil, 1892-","Hurja, Emil",http://id.loc.gov/authorities/names/n97001811
"Hussey, William Joseph, 1862-1926.","Hussey, William J. (William Joseph), 1862-1926",http://id.loc.gov/authorities/names/no2008189002
"Hutchins, Harry B. (Harry Burns), 1847-1930.","Hutchins, Harry B. (Harry Burns), 1847-1930",http://id.loc.gov/authorities/names/n88002366
"Hutchins, Henry Hudson, 1853-1933.","Hutchins, Henry Hudson, 1853-1933",http://id.loc.gov/authorities/names/n95066627
"Hutchins, Robert Maynard, 1899-","Hutchins, Robert Maynard, 1899-1977",http://id.loc.gov/authorities/names/n50030338
"Hutchinson, Edward, 1914-","Hutchinson, J. Edward (Jesse Edward), 1914-1985",http://id.loc.gov/authorities/names/n85031963
"Hutchinson, Paul, 1890-1956.","Hutchinson, Paul, 1890-1956",http://id.loc.gov/authorities/names/no92011250
"Huxley, Aldous, 1894-1963.","Huxley, Aldous, 1894-1963",http://id.loc.gov/authorities/names/n80057246
"Huxley, Julian, 1887-1975.","Huxley, Julian, 1887-1975",http://id.loc.gov/authorities/names/n80057245
"Hyma, Albert, 1893-","Hyma, Albert, 1893-1978",http://id.loc.gov/authorities/names/n50030381
"Hymans, Saul H.","Hymans, Saul H.",http://id.loc.gov/authorities/names/n81134791
"Ickes, Harold L. (Harold LeClair), 1874-1952.","Ickes, Harold L. (Harold LeClair), 1874-1952",http://id.loc.gov/authorities/names/n50031972
"Ide, Henry Clay, 1844-1921.","Ide, Henry C. (Henry Clay), 1844-1921",http://id.loc.gov/authorities/names/n00119321
"Ireland, John, 1838-1918.","Ireland, John, 1838-1918",http://id.loc.gov/authorities/names/n84028028
"Irwin, John B.","Irwin, John B.",http://id.loc.gov/authorities/names/n97064036
"Ives, Irving McNeil, 1896-","Ives, Irving McNeil, 1896-1962",http://id.loc.gov/authorities/names/n92118456
"Ivy, A. C. (Andrew Conway), 1893-","Ivy, A. C. (Andrew Conway), 1893-1978",http://id.loc.gov/authorities/names/n85074879
"Jackson, Andrew, 1767-1845.","Jackson, Andrew, 1767-1845",http://id.loc.gov/authorities/names/n79088888
"Jackson, Henry M. (Henry Martin), 1912-1983.","Jackson, Henry M. (Henry Martin), 1912-1983",http://id.loc.gov/authorities/names/n80002587
"Jackson, Mahalia, 1911-1972.","Jackson, Mahalia, 1911-1972",http://id.loc.gov/authorities/names/n50027942
"Jackson, Robert Houghwout, 1892-1954.","Jackson, Robert H., 1892-1954",http://id.loc.gov/authorities/names/n50027946
"Jacobs, Albert Charles, 1900-1976.","Jacobs, Albert C. (Albert Charles), 1900-1976",http://id.loc.gov/authorities/names/no2001009391
"Jacobson, Elaine.","Jacobson, Elaine, 1924-",http://id.loc.gov/authorities/names/n95100207
"James, Edmund J. (Edmund Janes), 1855-1925.","James, Edmund J. (Edmund Janes), 1855-1925",http://id.loc.gov/authorities/names/n90675305
"James, Edward.","Hughes, Ted, 1930-1998",http://id.loc.gov/authorities/names/n79133824
"James, Robert B.","Kent, Robert E.",http://id.loc.gov/authorities/names/n86105739
"James, William, 1842-1910.","James, William, 1842-1910",http://id.loc.gov/authorities/names/n78095539
"James, William Francis, 1873-1945.","James, William Francis, 1873-1945",http://id.loc.gov/authorities/names/no2008029973
"Jameson, J. Franklin (John Franklin), 1859-1937.","Jameson, J. Franklin (John Franklin), 1859-1937",http://id.loc.gov/authorities/names/n50028990
"Jamison, Andrew.","Jamison, Andrew, 1948-",http://id.loc.gov/authorities/names/n83033631
"Jandy, Edward Clarence, 1899-","Jandy, Edward C. (Edward Clarence), 1899-",http://id.loc.gov/authorities/names/no2003118545
"Jayne, William.","Jacoby, Billy, 1969-",http://id.loc.gov/authorities/names/no99087131
"Jeffery, Edward Turner, 1843-1927.","Jeffery, Edward Turner, 1843-1927",http://id.loc.gov/authorities/names/n94007432
"Jeffrey, Mildred, 1911-","Jeffrey, Mildred, 1911-2004",http://id.loc.gov/authorities/names/n91023912
"Jeffries, Edward, 1900-","Jeffries, Edward, 1900-1950",http://id.loc.gov/authorities/names/n96021654
"Jenks, Jeremiah Whipple, 1856-1929.","Jenks, Jeremiah Whipple, 1856-1929",http://id.loc.gov/authorities/names/nr89011035
"Jenner, William E. (William Ezra), 1908-","Jenner, William E. (William Ezra), 1908-1985",http://id.loc.gov/authorities/names/n91076627
"Jenney, William Le Baron, 1832-1907.","Jenney, W. L. B. (William Le Baron), 1832-1907",http://id.loc.gov/authorities/names/n78050673
"Jennings, Jesse David, 1909-","Jennings, Jesse D. (Jesse David), 1909-1997",http://id.loc.gov/authorities/names/n79026682
"Jensen, Jens, 1860-1951.","Jensen, Jens, 1860-1951",http://id.loc.gov/authorities/names/n88151545
"Jensen, Martin.","Soya, 1896-1983",http://id.loc.gov/authorities/names/n82097710
"Jerome, William S.","Jerome, William S. (William Sparrow), 1854-",http://id.loc.gov/authorities/names/no95048053
"Joachim, Joseph, 1831-1907.","Joachim, Joseph, 1831-1907",http://id.loc.gov/authorities/names/n81033541
"Johansen, August Edgar, 1905-","Johansen, August E. (August Edgar), 1905-1995",http://id.loc.gov/authorities/names/no2009125191
"Johnson, Elias Finley, 1861-1933.","Johnson, Elias Finley, 1861-1933",http://id.loc.gov/authorities/names/n86013736
"Johnson, Emory R. (Emory Richard), 1864-1950.","Johnson, Emory R. (Emory Richard), 1864-1950",http://id.loc.gov/authorities/names/no92014616
"Johnson, Harold L. (Harold Lester), 1921-1980.","Johnson, Harold L. (Harold Lester), 1921-1980",http://id.loc.gov/authorities/names/n84152755
"Johnson, Hiram, 1866-1945.","Johnson, Hiram, 1866-1945",http://id.loc.gov/authorities/names/n83179908
"Johnson, Lyndon B. (Lyndon Baines), 1908-1973.","Johnson, Lyndon B. (Lyndon Baines), 1908-1973",http://id.loc.gov/authorities/names/n80005801
"Johnson, Mordecai Wyatt, 1890-","Johnson, Mordecai W. (Mordecai Wyatt), 1890-1976",http://id.loc.gov/authorities/names/n95117564
"Johnson, Pyke.","Johnson, Pyke",http://id.loc.gov/authorities/names/n93092667
"Johnson, Robert Underwood, 1853-1937.","Johnson, Robert Underwood, 1853-1937",http://id.loc.gov/authorities/names/n86025566
"Johnson, Thor.","Johnson, Thor",http://id.loc.gov/authorities/names/nr93051793
"Johnson, William Eugene, 1862-1945.","Johnson, William E. (William Eugene), 1862-1945",http://id.loc.gov/authorities/names/no90026457
"Johnson, William J.","Johnson, Douglas, 1925-",http://id.loc.gov/authorities/names/nr88008881
"Johnston, Clarence Thomas, 1872-1970.","Johnston, Clarence T. (Clarence Thomas), 1872-1970",http://id.loc.gov/authorities/names/no2004052855
"Johnston, Eric A. (Eric Allen), 1895-1963.","Johnston, Eric A. (Eric Allen), 1895-1963",http://id.loc.gov/authorities/names/nr94012457
"Joiner, Charles Wycliffe, 1916-","Joiner, Charles W. (Charles Wycliffe), 1916-",http://id.loc.gov/authorities/names/no97025557
"Jones, Bob, 1911-","Jones, Bob, 1911-1997",http://id.loc.gov/authorities/names/n83060778
"Jones, Edgar De Witt, 1876-1956.","Jones, Edgar De Witt, 1876-1956",http://id.loc.gov/authorities/names/n50040595
"Jones, Elisha, 1832-1888.","Jones, Elisha, 1832-1888",http://id.loc.gov/authorities/names/no2014169638
"Jones, George Wallace, 1804-1896.","Jones, George Wallace, 1804-1896",http://id.loc.gov/authorities/names/n90685332
"Jones, Howard Mumford, 1892-","Jones, Howard Mumford, 1892-1980",http://id.loc.gov/authorities/names/n78096067
"Jones, J. Weldon (James Weldon), 1896-","Jones, J. Weldon (James Weldon), 1896-",http://id.loc.gov/authorities/names/n90650176
"Jones, Jenkin Lloyd, 1843-1918.","Jones, Jenkin Lloyd, 1843-1918",http://id.loc.gov/authorities/names/n85827455
"Jones, Jesse H. (Jesse Holman), 1874-1956.","Jones, Jesse H. (Jesse Holman), 1874-1956",http://id.loc.gov/authorities/names/n86025578
"Jones, Paul, 1880-1941.","Jones, Paul, 1880-1941",http://id.loc.gov/authorities/names/n90685771
Jones Prophet.,"Jones, Julia, prophet",http://id.loc.gov/authorities/names/n2002127271
"Jonkman, Bartel J. (Bartel John), 1884-1955.","Jonkman, Bartel J. (Bartel John), 1884-1955",http://id.loc.gov/authorities/names/no2009002033
"Jordan, David Starr, 1851-1931.","Jordan, David Starr, 1851-1931",http://id.loc.gov/authorities/names/n50039881
"Joy, Henry Bourne, 1864-1936.","Joy, Henry B. (Henry Bourne), 1864-1936",http://id.loc.gov/authorities/names/no2004105892
"Joy, James F. (James Frederick), 1810-1896.","Joy, James F. (James Frederick), 1810-1896",http://id.loc.gov/authorities/names/nr2004005807
"Joy, James Frederick, 1810-1896.","Joy, James F. (James Frederick), 1810-1896",http://id.loc.gov/authorities/names/nr2004005807
"Judge, Richard D.","Judge, Richard D.",http://id.loc.gov/authorities/names/n50038845
"Just, Theodor Karl, 1904-1960.","Just, Theodor (Theodor Karl), 1904-1960",http://id.loc.gov/authorities/names/no2010204545
"Kahn, Albert, 1869-1942.","Kahn, Albert, 1869-1942",http://id.loc.gov/authorities/names/n88163469
"Kahn, Julius, 1861-1924.","Kahn, Julius, 1861-1924",http://id.loc.gov/authorities/names/n97118553
"Kallen, Horace Meyer, 1882-1974.","Kallen, Horace Meyer, 1882-1974",http://id.loc.gov/authorities/names/n80023585
"Kaplan, Wilfred, 1915-","Kaplan, Wilfred, 1915-",http://id.loc.gov/authorities/names/n50044993
"Kasha, Michael, 1920-","Kasha, Michael A., 1920-",http://id.loc.gov/authorities/names/n90684711
"Katona, George, 1901-","Katona, George, 1901-1981",http://id.loc.gov/authorities/names/n80004235
"Katz, Robert.","Katz, Robert, 1933-2010",http://id.loc.gov/authorities/names/n80002289
"Kauffman, C. H., (Calvin Henry), 1869-1931.","Kauffman, C. H. (Calvin Henry), 1869-1931",http://id.loc.gov/authorities/names/n85135251
"Kawbawgam, Charles, d. 1902.","Kawbawgam, Charles, -1902",http://id.loc.gov/authorities/names/n93102126
"Kefauver, Estes, 1903-1963.","Kefauver, Estes, 1903-1963",http://id.loc.gov/authorities/names/n79144615
"Keith, Damon J. (Damon Jerome), 1922-","Keith, Damon J. (Damon Jerome), 1922-",http://id.loc.gov/authorities/names/no2009118828
"Keith, Harvey.","Miller, Keith Harvey, 1925-",http://id.loc.gov/authorities/names/n98036250
"Keller, Geoffrey, 1918-","Keller, Geoffrey, 1918-",http://id.loc.gov/authorities/names/no2015019594
"Keller, Helen, 1880-1968.","Keller, Helen, 1880-1968",http://id.loc.gov/authorities/names/n83158974
"Kelley, Frank J. (Frank Joseph), 1924-","Kelley, Frank J. (Frank Joseph), 1924-",http://id.loc.gov/authorities/names/n91076646
"Kelley, Ken.","Kelley, Ken",http://id.loc.gov/authorities/names/n90645322
"Kelley, Patrick Henry, 1867-1925.","Kelley, Patrick Henry, 1867-1925",http://id.loc.gov/authorities/names/no2008031481
"Kelley, William N. 1939-","Kelley, William N., 1939-",http://id.loc.gov/authorities/names/n80013262
"Kellogg, Frank B. (Frank Billings), 1856-1937.","Kellogg, Frank B. (Frank Billings), 1856-1937",http://id.loc.gov/authorities/names/n86111142
"Kellogg, John Harvey, 1852-1943.","Kellogg, John Harvey, 1852-1943",http://id.loc.gov/authorities/names/n50060957
"Kellogg, W. K. (Will Keith), 1860-1951.","Kellogg, W. K. (Will Keith), 1860-1951",http://id.loc.gov/authorities/names/n84008657
"Kelly, Everett Lowell, 1905-","Kelly, E. Lowell (Everett Lowell), 1905-1986",http://id.loc.gov/authorities/names/no2004086597
"Kelly, Harry F. (Harry Francis), 1895-1971.","Kelly, Harry F. (Harry Francis), 1895-1971",http://id.loc.gov/authorities/names/no2008189249
"Kelman, Herbert C.","Kelman, Herbert C.",http://id.loc.gov/authorities/names/n50045677
"Kelsey, Francis W. (Francis Willey), 1858-1927.","Kelsey, Francis W. (Francis Willey), 1858-1927",http://id.loc.gov/authorities/names/nr90001124
"Kemble, Edwin C. (Edwin Crawford), 1889-","Kemble, Edwin C. (Edwin Crawford), 1889-",http://id.loc.gov/authorities/names/n84803736
"Kennedy, Edward Moore, 1932-","Kennedy, Edward M. (Edward Moore), 1932-2009",http://id.loc.gov/authorities/names/n79091168
"Kennedy, G. Donald (George Donald), 1900-","Kennedy, G. Donald (George Donald), 1900-1988",http://id.loc.gov/authorities/names/no2008190250
"Kennedy, John F. (John Fitzgerald), 1917-1963.","Kennedy, John F. (John Fitzgerald), 1917-1963",http://id.loc.gov/authorities/names/n79055297
"Kennedy, John S.","Onassis, Jacqueline Kennedy, 1929-1994",http://id.loc.gov/authorities/names/n50002974
"Kennedy, Joseph J.","Kennedy, Joe, Jr., 1923-2004",http://id.loc.gov/authorities/names/n93055342
"Kennedy, Joseph P. (Joseph Patrick), 1888-1969.","Kennedy, Joseph P. (Joseph Patrick), 1888-1969",http://id.loc.gov/authorities/names/n79126863
"Kennedy, Richard L.","Kennedy, Richard (Richard L.)",http://id.loc.gov/authorities/names/n98037555
"Kennedy, Robert F., 1925-1968.","Kennedy, Robert F., 1925-1968",http://id.loc.gov/authorities/names/n80035888
"Kent, Charles Foster, 1867-1925.","Kent, Charles Foster, 1867-1925",http://id.loc.gov/authorities/names/n85351954
"Kent, Ira Rich, 1876-1945.","Kent, Ira Rich, 1876-1945",http://id.loc.gov/authorities/names/n98105887
"Kenworthy, Marion E.","Kenworthy, Marion E. (Marion Edwena), 1891-1980",http://id.loc.gov/authorities/names/n85271927
"Ketcham, John Clark, 1873-1941.","Ketcham, John Clark, 1873-1941",http://id.loc.gov/authorities/names/no2008031630
"Key, V. O. (Valdimer Orlando), 1908-1963.","Key, V. O. (Valdimer Orlando), 1908-1963",http://id.loc.gov/authorities/names/n50045817
"Keyes, Eugene C., 1900-","Keyes, Eugene C., 1900-1962",http://id.loc.gov/authorities/names/n97092190
"Keyes, Frances Parkinson, 1885-1970.","Keyes, Frances Parkinson, 1885-1970",http://id.loc.gov/authorities/names/n50045818
"Keynes, John Maynard, 1883-1946.","Keynes, John Maynard, 1883-1946",http://id.loc.gov/authorities/names/n79004113
"Khrushchev, Nikita Sergeevich, 1894-1971.","Khrushchev, Nikita Sergeevich, 1894-1971",http://id.loc.gov/authorities/names/n80021705
"Kilpatrick, Kwame M., 1970-","Kilpatrick, Kwame M., 1970-",http://id.loc.gov/authorities/names/no2002023847
"Kimball, Fiske, 1888-1955.","Kimball, Fiske, 1888-1955",http://id.loc.gov/authorities/names/n80051084
"King, B. B.","King, B. B.",http://id.loc.gov/authorities/names/n82006577
"King, Charles.","Charles V, Holy Roman Emperor, 1500-1558",http://id.loc.gov/authorities/names/n79112289
