Name,LCNAF Heading,LC Record Link
American Civic Association.,"<?xml version=""1.0"" encoding=""UTF-8""?> <mx:record xmlns=""http://www.w3.org/TR/xhtml1/strict"" xmlns:mx=""http://www.loc.gov/MARC21/slim""> <mx:leader>00000cz a2200037n 45 0</mx:leader> <mx:controlfield tag=""001"">LC|n 50065474</mx:controlfield> <mx:controlfield tag=""005"">20120801075012.0</mx:controlfield> <mx:controlfield tag=""008"">810107n| acannaab |a ana </mx:controlfield> <mx:controlfield tag=""003"">LC</mx:controlfield> <mx:datafield ind1="" "" ind2="" "" tag=""035""> <mx:subfield code=""a"">(LC)188121</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""010""> <mx:subfield code=""a"">n 50065474</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""035""> <mx:subfield code=""a"">(DLC)n 50065474</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""035""> <mx:subfield code=""a"">(DLC)940239</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""040""> <mx:subfield code=""a"">DLC</mx:subfield> <mx:subfield code=""b"">eng</mx:subfield> <mx:subfield code=""c"">DLC</mx:subfield> <mx:subfield code=""d"">DLC-S</mx:subfield> <mx:subfield code=""d"">DLC</mx:subfield> </mx:datafield> <mx:datafield ind1=""2"" ind2="" "" tag=""111""> <mx:subfield code=""a"">National Conference on City Planning</mx:subfield> </mx:datafield> <mx:datafield ind1=""2"" ind2="" "" tag=""411""> <mx:subfield code=""a"">Conference on City Planning, National</mx:subfield> </mx:datafield> <mx:datafield ind1=""2"" ind2="" "" tag=""511""> <mx:subfield code=""w"">a</mx:subfield> <mx:subfield code=""a"">National Conference on City Planning and the Problems of Congestion</mx:subfield> </mx:datafield> <mx:datafield ind1=""2"" ind2="" "" tag=""510""> <mx:subfield code=""w"">b</mx:subfield> <mx:subfield code=""a"">American Planning and Civic Association</mx:subfield> </mx:datafield> <mx:datafield ind1=""2"" ind2="" "" tag=""511""> <mx:subfield code=""a"">International City and Regional Planning Conference</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""667""> <mx:subfield code=""a"">THIS 1XX FIELD CANNOT BE USED UNDER RDA UNTIL THIS RECORD HAS BEEN REVIEWED AND/OR UPDATED</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""670""> <mx:subfield code=""a"">Its Planning problems of town ... 18th (Mar. 29 to Apr. 1, 1926):</mx:subfield> <mx:subfield code=""b"">t.p. (National Conference on City Planning)</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""670""> <mx:subfield code=""a"">Its Proceedings of the ... 16th (Apr. 7-10, 1924): t.p. (National Conference on City Planning)</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""675""> <mx:subfield code=""a"">National Conference on City Planning and the Problems of Congestion. Proceedings of the ... 2nd (May 2-4, 1910): t.p. (National Conference on City Planning and the Problems of Congestion); International City and Regional Planning Conference. Planning problems of town ... Apr. 20 to 25, 1925: t.p. (International City and Regional Planning Conference)</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""903""> <mx:subfield code=""a"">12009608</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""903""> <mx:subfield code=""a"">89657466</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""903""> <mx:subfield code=""a"">21017775</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""903""> <mx:subfield code=""a"">89657409</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""903""> <mx:subfield code=""a"">15008699</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""903""> <mx:subfield code=""a"">28003990</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""903""> <mx:subfield code=""a"">89657407</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""903""> <mx:subfield code=""a"">89657410</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""910""> <mx:subfield code=""a"">planningproblemsofcityregionstateandnationpresentedatthenationalconferenceoncityplanning</mx:subfield> <mx:subfield code=""A"">Planning problems of city, region, state and nation :</mx:subfield> <mx:subfield code=""b"">presented at the ... National Conference on City Planning.</mx:subfield> <mx:subfield code=""l"">eng</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""910""> <mx:subfield code=""a"">planningforthefutureofamericancitiesproceedingsofthejointconferenceoncityregionalstateandnationalplanning</mx:subfield> <mx:subfield code=""A"">Planning for the future of American cities :</mx:subfield> <mx:subfield code=""b"">proceedings of the Joint Conference on City, Regional, State, and National Planning.</mx:subfield> <mx:subfield code=""l"">eng</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""910""> <mx:subfield code=""a"">municipalaccomplishmentincityplanningandpublishedcityplanreportsintheunitedstates</mx:subfield> <mx:subfield code=""A"">Municipal accomplishment in city planning and published city plan reports in the United States,</mx:subfield> <mx:subfield code=""l"">eng</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""910""> <mx:subfield code=""a"">planningproblemsoftowncityandregionpapersanddiscussionsatthenationalconferenceoncityplanning</mx:subfield> <mx:subfield code=""A"">Planning problems of town, city, and region :</mx:subfield> <mx:subfield code=""b"">papers and discussions at the ... National Conference on City Planning.</mx:subfield> <mx:subfield code=""l"">eng</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""910""> <mx:subfield code=""a"">classifiedselectedlistofreferencesoncityplannng</mx:subfield> <mx:subfield code=""A"">Classified selected list of references on city plannng,</mx:subfield> <mx:subfield code=""l"">eng</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""910""> <mx:subfield code=""a"">20yearsofcityplanningprogressintheunitedstates</mx:subfield> <mx:subfield code=""A"">Twenty years of city planning progress in the United States</mx:subfield> <mx:subfield code=""l"">eng</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""910""> <mx:subfield code=""a"">proceedingsofthenationalconferenceoncityplanning</mx:subfield> <mx:subfield code=""A"">Proceedings of the ... National Conference on City Planning.</mx:subfield> <mx:subfield code=""l"">eng</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""910""> <mx:subfield code=""a"">planningandnationalrecoveryplanningproblemspresentedatthenationalconferenceoncityplanning</mx:subfield> <mx:subfield code=""A"">Planning and national recovery :</mx:subfield> <mx:subfield code=""b"">planning problems presented at the ... National Conference on City Planning.</mx:subfield> <mx:subfield code=""l"">eng</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""919""> <mx:subfield code=""a"">planningproblemsoftown18thmar29toapr1</mx:subfield> <mx:subfield code=""A"">Planning problems of town ... 18th (Mar. 29 to Apr. 1, 1926):</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""919""> <mx:subfield code=""a"">proceedingsofthe16thapr7101924tpnationalconferenceoncityplanning</mx:subfield> <mx:subfield code=""A"">Proceedings of the ... 16th (Apr. 7-10, 1924): t.p. (National Conference on City Planning)</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""921""> <mx:subfield code=""a"">published for the conference by wm f fell co</mx:subfield> <mx:subfield code=""b"">Published for the Conference by Wm. F. Fell Co.,</mx:subfield> <mx:subfield code=""9"">3</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""921""> <mx:subfield code=""a"">american society of planning officials</mx:subfield> <mx:subfield code=""b"">American Society of Planning Officials,</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""921""> <mx:subfield code=""a"">national conference on city planning</mx:subfield> <mx:subfield code=""b"">National conference on city planning,</mx:subfield> <mx:subfield code=""9"">2</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""921""> <mx:subfield code=""a"">the conference</mx:subfield> <mx:subfield code=""b"">The Conference,</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""922""> <mx:subfield code=""a"">pau</mx:subfield> <mx:subfield code=""b"">us</mx:subfield> <mx:subfield code=""9"">3</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""922""> <mx:subfield code=""a"">ilu</mx:subfield> <mx:subfield code=""b"">us</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""922""> <mx:subfield code=""a"">mau</mx:subfield> <mx:subfield code=""b"">us</mx:subfield> <mx:subfield code=""9"">3</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""922""> <mx:subfield code=""a"">mdu</mx:subfield> <mx:subfield code=""b"">us</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""940""> <mx:subfield code=""a"">eng</mx:subfield> <mx:subfield code=""9"">8</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""942""> <mx:subfield code=""a"">NA9010</mx:subfield> <mx:subfield code=""9"">5</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""942""> <mx:subfield code=""a"">NA9105</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""942""> <mx:subfield code=""a"">Z5942</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""942""> <mx:subfield code=""a"">NA9108</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""943""> <mx:subfield code=""a"">193x</mx:subfield> <mx:subfield code=""9"">3</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""943""> <mx:subfield code=""a"">192x</mx:subfield> <mx:subfield code=""9"">4</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""943""> <mx:subfield code=""a"">191x</mx:subfield> <mx:subfield code=""9"">2</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""944""> <mx:subfield code=""a"">as</mx:subfield> <mx:subfield code=""9"">5</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""944""> <mx:subfield code=""a"">am</mx:subfield> <mx:subfield code=""9"">3</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""950""> <mx:subfield code=""a"">hubbard theodora kimball</mx:subfield> <mx:subfield code=""A"">Hubbard, Theodora Kimball,</mx:subfield> <mx:subfield code=""d"">1887-1935.</mx:subfield> <mx:subfield code=""9"">2</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""950""> <mx:subfield code=""a"">nolen john</mx:subfield> <mx:subfield code=""A"">Nolen, John,</mx:subfield> <mx:subfield code=""d"">1869-1937.</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""951""> <mx:subfield code=""a"">american civic association</mx:subfield> <mx:subfield code=""A"">American Civic Association.</mx:subfield> <mx:subfield code=""9"">2</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""951""> <mx:subfield code=""a"">american society of planning officials</mx:subfield> <mx:subfield code=""A"">American Society of Planning Officials.</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""951""> <mx:subfield code=""a"">american city planning institute</mx:subfield> <mx:subfield code=""A"">American City Planning Institute.</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""951""> <mx:subfield code=""a"">joint conference on city regional state and national planning</mx:subfield> <mx:subfield code=""A"">Joint Conference on City, Regional, State, and National Planning.</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""951""> <mx:subfield code=""a"">detroit mich city plan commission</mx:subfield> <mx:subfield code=""A"">Detroit (Mich.).</mx:subfield> <mx:subfield code=""b"">City Plan Commission.</mx:subfield> <mx:subfield code=""9"">1</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""993""> <mx:subfield code=""a"">International City and Regional Planning Conference</mx:subfield> <mx:subfield code=""2"">LC|no 89016341</mx:subfield> <mx:subfield code=""3"">x500</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""993""> <mx:subfield code=""a"">American Planning and Civic Association</mx:subfield> <mx:subfield code=""2"">LC|no 89016219</mx:subfield> <mx:subfield code=""3"">x500</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""993""> <mx:subfield code=""a"">Joint Conference on City, Regional, State, and National Planning</mx:subfield> <mx:subfield code=""2"">LC|no 89016254</mx:subfield> <mx:subfield code=""3"">x500</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""993""> <mx:subfield code=""a"">National Conference on City Planning and the Problems of Congestion</mx:subfield> <mx:subfield code=""2"">LC|no 89016257</mx:subfield> <mx:subfield code=""3"">x500</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""998""> <mx:subfield code=""a"">National Conference on City Planning</mx:subfield> <mx:subfield code=""2"">DNB|001336746</mx:subfield> <mx:subfield code=""3"">corpNameLongExact</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""998""> <mx:subfield code=""a"">National conference on city planning</mx:subfield> <mx:subfield code=""2"">BNF|12469523</mx:subfield> <mx:subfield code=""3"">corpNameLongExact</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|15008699</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|89657407</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|28003990</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|89657409</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|21017775</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|89657466</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|12009608</mx:subfield> </mx:datafield> <mx:datafield ind1="" "" ind2="" "" tag=""999""> <mx:subfield code=""2"">LCBIB|89657410</mx:subfield> </mx:datafield> </mx:record>",http://id.loc.gov/authorities/names/n50065474
American Civil Liberties Union.,American Civil Liberties Union,http://id.loc.gov/authorities/names/n79079580
American Civil Liberties Union. Ann Arbor-Washtenaw County Branch.,,
American Civil Liberties Union of Michigan.,,
American Civil Liberties Union of Washtenaw County.,,
American Coalition.,North American Coalition for Human Rights in Korea,http://id.loc.gov/authorities/names/no88006339
"American Coalition of Patriotic, Civic, and Fraternal Societies.",,
American College of Surgeons.,American College of Surgeons,http://id.loc.gov/authorities/names/n79063969
American College of Surgeons. Committee on Trauma.,American College of Surgeons. Committee on Trauma,http://id.loc.gov/authorities/names/n82011728
American College Public Relations Association.,American College Public Relations Association,http://id.loc.gov/authorities/names/n50061249
American Commission to Negotiate the Peace.,,
American Committee for the Protection of the Foreign Born.,American Committee for Protection of Foreign Born,http://id.loc.gov/authorities/names/n87818792
American Committee on Italian Migration.,,
American Concrete Institute.,American Concrete Institute,http://id.loc.gov/authorities/names/n79043412
American Council of Christian Churches.,American Council of Christian Churches,http://id.loc.gov/authorities/names/n88005019
American Council on Alcohol Problems.,American Council on Alcohol Problems,http://id.loc.gov/authorities/names/n82080917
American Council on Education.,American Council on Education,http://id.loc.gov/authorities/names/n79053955
American Council on Education. American Youth Commission.,American Council on Education. American Youth Commission,http://id.loc.gov/authorities/names/nr91039328
American Dental Association. War Service Committee.,,
American Druze Society.,American Druze Society,http://id.loc.gov/authorities/names/n88097831
American Educational Theatre Association.,American Theatre Association,http://id.loc.gov/authorities/names/n80005794
American Educational Theatre Association. Committee on War Activities.,,
American Engineering Council.,Technical Council on Cold Regions Engineering,http://id.loc.gov/authorities/names/n81120045
American Erectors' Association.,,
American Eugenics Society.,American Eugenics Society,http://id.loc.gov/authorities/names/n78057202
American Family Association.,American Bar Association. Section of Family Law,http://id.loc.gov/authorities/names/n79107806
American Federation of Information Processing Societies.,American Federation of Information Processing Societies,http://id.loc.gov/authorities/names/n80015740
American Federation of Labor.,American Federation of Labor,http://id.loc.gov/authorities/names/n79091711
American Federation of Musicians.,American Federation of Musicians of the United States and Canada,http://id.loc.gov/authorities/names/n85375762
American Federation of Muslims of Indian Origin.,,
"American Federation of Ramallah, Palestine.","American Federation of Ramallah, Palestine",http://id.loc.gov/authorities/names/no99002018
American Folklore Society.,American Folklore Society,http://id.loc.gov/authorities/names/n79112387
American Football League.,National Football League,http://id.loc.gov/authorities/names/n80098551
American Forestry Association.,American Forestry Association,http://id.loc.gov/authorities/names/n50060177
American Freedmen's Aid Commission.,American Freedmen's Aid Commission,http://id.loc.gov/authorities/names/nr92028367
American Friends Service Committee.,American Friends Service Committee,http://id.loc.gov/authorities/names/n79066082
American Friends Service Committee. Michigan Area Office.,,
American Friends Service Committee. Michigan Criminal Justice Program.,,
American Fur Company.,Firaxis Games (Firm),http://id.loc.gov/authorities/names/n99269913
American Genetic Association.,American Genetic Association,http://id.loc.gov/authorities/names/n87870911
American Geographical Union.,,
American Guild of Organists. Ann Arbor Chapter.,,
American Historical Association.,American Historical Association,http://id.loc.gov/authorities/names/n79063583
American Honest-Money League.,American Honest Money League,http://id.loc.gov/authorities/names/no99080755
American Humanist Association.,American Humanist Association,http://id.loc.gov/authorities/names/n87902973
American Indian Defense Association.,Association on American Indian Affairs,http://id.loc.gov/authorities/names/n81086457
American Institute of Architects.,American Institute of Architects,http://id.loc.gov/authorities/names/n79053945
American Institute of Electrical Engineers.,Institute of Electrical and Electronics Engineers,http://id.loc.gov/authorities/names/n79053217
American Institute of Pacific Relations.,Institute of Pacific Relations. American Council,http://id.loc.gov/authorities/names/n85145583
American Institute of Physics.,American Institute of Physics,http://id.loc.gov/authorities/names/n79078128
American-Italian Business and Professional Women's Club.,,
American Italian Historical Association.,American Italian Historical Association,http://id.loc.gov/authorities/names/n50060981
American Jewish Committee.,American Jewish Committee,http://id.loc.gov/authorities/names/n80013613
American Jewish Congress.,Institute of Jewish Affairs,http://id.loc.gov/authorities/names/n80083428
American Jewish Joint Distribution Committee.,American Jewish Joint Distribution Committee,http://id.loc.gov/authorities/names/n50079799
American Judicature Society.,American Judicature Society,http://id.loc.gov/authorities/names/n79018475
American League to Limit Armaments.,,
American Legion.,American Legion,http://id.loc.gov/authorities/names/n79041719
American Legion. Auxiliary. Dept. of Michigan.,,
"American Legion. Auxiliary. Erwin Prieskorn Unit #46 (Ann Arbor, Mich.)",,
"American Legion. Christian Post no. 278 (Detroit, Mich.)",,
American Legion. Dept. of Michigan.,,
"American Legion. Erwin Prieskorn Post No. 46 (Ann Arbor, Mich.)",,
"American Legion Building (Ann Arbor, Mich.)",,
American Liberty League.,American Liberty Defense League,http://id.loc.gov/authorities/names/nr92042923
American Library Association.,American Library Association,http://id.loc.gov/authorities/names/n79062941
American Library Association. Library Education Division. Teachers Section.,,
American Lung Association of Michigan.,American Lung Association of Michigan,http://id.loc.gov/authorities/names/n89662776
American Lung Association of Southeast Michigan.,,
American Manganese Producers Association.,American Manganese Producers Association,http://id.loc.gov/authorities/names/n88172253
"American Manufacturing Company (Battle Creek, Mich.)",,
American Mathematical Society.,American Mathematical Society,http://id.loc.gov/authorities/names/n79060639
American Medical Association.,American Medical Association,http://id.loc.gov/authorities/names/n50000652
American Medical Women's Association.,American Medical Women's Association,http://id.loc.gov/authorities/names/n50057809
American Moslem Society.,Albanian American Moslem Society,http://id.loc.gov/authorities/names/no98111834
American Motors Corporation.,American Motors Corporation,http://id.loc.gov/authorities/names/n88073789
American National Red Cross.,American National Red Cross,http://id.loc.gov/authorities/names/n79096723
American National Red Cross. Ann Arbor Branch.,,
American National Red Cross. Ingham County Chapter.,,
American National Red Cross. Washtenaw County Chapter.,,
American National Red Cross. Ypsilanti Branch.,,
American Neutral Conference Committee.,American Neutral Conference Committee,http://id.loc.gov/authorities/names/n90719457
American Ophthalmological Society.,American Ophthalmological Society,http://id.loc.gov/authorities/names/n89140065
American Ornithologists' Union.,American Ornithologists' Union,http://id.loc.gov/authorities/names/n50063586
American ORT Federation.,American ORT Federation,http://id.loc.gov/authorities/names/n83165380
American Party.,Communist Party of the United States of America,http://id.loc.gov/authorities/names/n79036120
American Peace Congress n (4th : 1913 : St. Louis),,
American Peace Society.,American Peace Society,http://id.loc.gov/authorities/names/n50063587
American Philological Association.,American Philological Association,http://id.loc.gov/authorities/names/n80119869
American Physical Society.,American Physical Society,http://id.loc.gov/authorities/names/n80096507
American Political Science Association.,American Political Science Association,http://id.loc.gov/authorities/names/n79066255
American Power Boat Association.,American Power Boat Association,http://id.loc.gov/authorities/names/n81131865
American Press Association.,Inter-American Press Association,http://id.loc.gov/authorities/names/n50061214
American Profit Sharing Institute.,,
American Protective Association.,American Protective Association,http://id.loc.gov/authorities/names/no89011318
American Protective Tariff League.,American Tariff League,http://id.loc.gov/authorities/names/no95033278
American Psychiatric Association.,American Psychiatric Association,http://id.loc.gov/authorities/names/n79049301
American Psychological Association.,American Psychological Association,http://id.loc.gov/authorities/names/n80126082
American Public Health Association.,American Public Health Association,http://id.loc.gov/authorities/names/n80024253
American Red Cross.,American National Red Cross,http://id.loc.gov/authorities/names/n79096723
American Road Builders' Association.,American Road Builders' Association,http://id.loc.gov/authorities/names/n78043323
American Rolling Mill Company.,American Rolling Mill Company,http://id.loc.gov/authorities/names/n92028107
American Schools of Oriental Research.,American Schools of Oriental Research,http://id.loc.gov/authorities/names/n80087702
Americans Committed to World Responsibility at the University of Michigan.,,
Americans for Democratic Action.,Americans for Democratic Action,http://id.loc.gov/authorities/names/n81125979
Americans for Religious Liberty.,Americans for Religious Liberty,http://id.loc.gov/authorities/names/no99032547
American Social Hygiene Association.,American Social Hygiene Association,http://id.loc.gov/authorities/names/n83030958
American Society for Public Administration. Michigan Chapter.,,
American Society of Civil Engineers.,American Institute of Architects,http://id.loc.gov/authorities/names/n79053945
American Society of International Law.,American Society of International Law,http://id.loc.gov/authorities/names/n80089503
American Society of Landscape Architects.,American Society of Landscape Architects,http://id.loc.gov/authorities/names/n80037656
American Sociological Association.,American Sociological Association,http://id.loc.gov/authorities/names/n79018527
American Sugar Refining Company.,American Sugar Refining Company,http://id.loc.gov/authorities/names/n87850747
Americans United for Separation of Church and State.,Americans United for Separation of Church and State,http://id.loc.gov/authorities/names/n50075624
American Telephone and Telegraph Company.,American Telephone and Telegraph Company,http://id.loc.gov/authorities/names/n80014461
American Trudeau Society.,American Thoracic Society,http://id.loc.gov/authorities/names/n82047797
American Turners (Organization),"Bloomington Turnverein (Bloomington, Ill.)",http://id.loc.gov/authorities/names/n98089188
American Union Against Militarism.,American Civil Liberties Union,http://id.loc.gov/authorities/names/n79079580
American Vigilant Intelligence Federation.,,
American Wildlife Institute.,American Wildlife Institute,http://id.loc.gov/authorities/names/n84004494
American Women for International Understanding.,,
American Youth for Political Action.,American Youth for Political Action,http://id.loc.gov/authorities/names/no2002004204
"American Youth Hostels, inc. Metropolitan Detroit Council.","American Youth Hostels, inc. Metropolitan Detroit Council. Sail Committee",http://id.loc.gov/authorities/names/n84183004
"American Youth Hostels, inc. Michigan Council.","American Youth Hostels, inc.. Michigan Council",http://id.loc.gov/authorities/names/no2012140118
Amtrak.,Amtrak,http://id.loc.gov/authorities/names/n79063287
Amway Corporation.,Amway Corporation,http://id.loc.gov/authorities/names/n82040295
Ancient Order of Gleaners.,,
"Anderson's Paint Store (Ann Arbor, Mich.)",,
"Anderson House (Ann Arbor, Mich.)",,
"Andrew Church (Minneapolis, Minn.)",,
"Andrews Presbyterian Church (Minneapolis, Minn.)",,
Angell Hall (University of Michigan),,
Animas-La Plata Project.,Animas-La Plata Archaeological Project,http://id.loc.gov/authorities/names/n99006284
Anna Botsford Bach Home.,,
Ann Arbor (Mich. : Township),,
Ann Arbor (Mich.). Anti-Substance Abuse Task Force.,,
Ann Arbor (Mich.). Board of Commerce.,,
Ann Arbor (Mich.). Board of Education.,Ann Arbor (Mich.). Board of Education,http://id.loc.gov/authorities/names/n86851070
Ann Arbor (Mich.). Central Area Development Task Force.,,
Ann Arbor (Mich.). Circulation Plan Special Committee.,,
Ann Arbor (Mich.). Citizen's Commission on Children and Youth.,,
Ann Arbor (Mich.). Citizen Advisory Committee.,,
Ann Arbor (Mich.). Citizens' Committee on Community Development.,,
Ann Arbor (Mich.). City Administrator.,,
Ann Arbor (Mich.). City Administrator's Office.,,
